# NOTE: Do not hand edit this file! It is managed by Conversation Editor.
#       This is the conversation language file for English (United States).

# buddy_inventory_full
conversation_2k8w6x_text	{format laugh}Ха!{format reset} А менi потрiбно, щоб шахта знову запрацювала. У тебе навiть лiхтаря немаэ!
conversation_o8zw9i_text	Ти швидше сама там загубишся, а менi це зовсiм не до ладу. Тiльки не перед виборами.
conversation_2ok5e8_text	Я ж сказав: э {format emph}зона безпечнiша{format reset}. У шахтi, лiворуч вiд сходiв.
conversation_kbljxa_text	Якщо {format highlight}накопали руди{format reset} на новий лiхтар, охорона пустить тебе в бiльшу шахту.
conversation_dgln8s_text	Гей! Я не можу дозволити тобi пропасти в шахтi. {format highlight}Назбирай ресурсiв{format reset} i полагодь лiхтар!
conversation_wdf2e3_text	Я бачу, ти добре попрацювала! Не думав, що в тебе вийде. Iди до Клешерукого Джонса!
conversation_y8rutk_text	Ось там, зелений такий, з клешнями. {format highlight}Обмiняй руду{format reset} на грошi.
conversation_35uglo_text	{format highlight}Продай руду{format reset} Клешерукому Джонсу.
conversation_p2p0j1_text	Гей! Грошi чогось вартi, тiльки якщо ïх витрачати.
conversation_hd3efw_text	Iди-но {format highlight}полагодь лiхтар{format reset} у майстернi.
conversation_z86wxp_text	Той квадратний тишко тобi допоможе.
conversation_w5r2nd_text	Iди {format highlight}полагодь лiхтар{format reset} у майстернi.
conversation_ujjfnb_text	Ну ось, так-то краще! Тепер ти й справдi готова {format highlight}спуститися в шахту{format reset}.
conversation_woghf0_text	Так, i не забувай тягати нам руду, мою прина-а-аднiсть!
conversation_5r6n65_text	Привiт! Приэмно, що хоч хтось знову почав поставку руди.
conversation_x2jdkd_text	Росту над собою. За винятком сутичок зi всiлякими неприэмними тварюками.
conversation_b8dzdr_text	Ну так, я це всiм кажу! Вони всi смикаються як попало.
conversation_cjntod_text	Я пiду в Червонокаменний штрек i подивлюся, чи можна {format highlight}полагодити лiфт{format reset}.
conversation_pnbpzi_text	Ти, головне, не припиняй тягати сюди руду!
conversation_2pgjla_text	I витрачай заробiток у мiських закладах.
conversation_j881iu_text	Гей! Там i перед Червонокаменним повно руди. Нiчого туди лiзти даремно.
conversation_827vm7_text	Поняття не маю, чому б тобi не залишити вибухову станцiю у спокоï.
conversation_850lak_text	Нам справдi потрiбно пiдривати все, нiби божевiльним бомжам?
conversation_ebyo6x_text	А у тебе, синку, э iнший план, як розчистити Червонокаменний?
conversation_hkla2t_text	Я просто не розумiю, навiщо ïй лiзти так глибоко.
conversation_s2zuik_text	Я ж кажу: там руда цiннiша, нiж бiля поверхнi.
conversation_o84rmq_text	Ну, якщо {format emph}так{format reset}, то звичайно...
conversation_wray1t_text	Чим тобi не подобаэться стара добра кирка? Нам що, прямо так вже потрiбнi бомби?
conversation_b6rus0_text	Я краще пiду до Червонокаменного, займуся розчищенням.
conversation_j39zeq_text	Для нас всiх буде краще, якщо його розчистять.
conversation_vxn818_text	Гей, я ж {format emph}не проти{format reset} дiстати всi цi дорогоцiннi каменi з глибокоï шахти.
conversation_7zj949_text	Будемо сподiватися, що ти розчистиш Червонокаменний, а не зробиш ще гiрше.
conversation_f7egkh_text	Тепер Червонокаменний штрек вiдкритий, i я зможу шукати Растi ще глибше.
conversation_ksg9fp_text	Гей, а його що, ще не знайшли? Ну, ти тiльки носи сюди побiльше руди.
conversation_gu106f_text	До захисноï стiни можеш копати без перешкод, дитинко.
conversation_56ijq0_text	Боюся, твiй друзяка провалився у якусь трiщину в стiнi.
conversation_ynbcdq_text	Я б на твоэму мiсцi заглянула на каменоломну станцiю.
conversation_twgnbe_text	Там э стара машинка, яка тобi добряче допоможе.
conversation_51emyp_text	Це та, яку моï братики в минулому роцi в цегляну кладку замурували?
conversation_8gee3i_text	А, ржа ïх ïж! Але ти напевно {format highlight}знайдеш спосiб{format reset} впоратися з цеглою.
conversation_4sh4u4_text	Гей! Якщо знайдеш - скажи, я потiм когось пошлю залатати стiну.
conversation_gbjzn6_text	Я знайшла пiд стiною дуже дивний прохiд. Вiн зарiс дивними рослинами.
conversation_jsqibo_text	Ну, як на мене, на такiй глибинi все дивним здаэться. Зрештою, там краïна бомжiв недалеко.
conversation_2xq01z_text	Моï iншi тупi синки щось говорили про зарослу печеру.
conversation_aukq83_text	Я-то думала, це тиск ïм шурупи змiстив.
conversation_8rttb6_text	Брати обнесли каменеломну станцiю стiною.
conversation_6scmnj_text	Вони такi, моïм хлопцям усiм шурупiв не вистачаэ.
conversation_jseqve_text	Я дiсталася до стiни i знайшла каменеломну станцiю... А от слiдiв Растi поки не бачу.
conversation_saqvas_text	Гей! Та який розумний бот закопаэться так глибоко? Ти ж не хочеш {format highlight}залiзти до бомжiв{format reset}, правда ж?
conversation_41t2gq_text	Цей вiдбiйний молоток вмить розколотить цеглу i допоможе тобi спуститися туди.
conversation_nlrzra_text	Тiльки стеж, щоб вода не скiнчилася. Вiн ïï витрачаэ, як БОТсман в пустелi!
conversation_x4aowp_text	Гей, ти тiльки бомжiв сюди не приводь. Цього менi точно не треба!
conversation_acygrc_text	Будеш стiну пробивати - обережнiше. I бережися цих бомжiв ненормальних.
conversation_mo33pi_text	Ця психована професор Шерман сiэ панiку зi своïми псевдодослiдженнями землетрусiв.
conversation_27gaig_text	Гей, поштовхи навiть не перевернули нiчого.
conversation_ydzkaa_text	Носиться зi своэю ракетою, а на нас звисока дивиться. Тiльки тому що у неï вчений ступiнь.
conversation_667vwu_text	Шерман думаэ, вона розумнiша за всiх, якщо ступiнь отримала. {format laugh}Ха!{format reset} З усiх папiрцiв тут цiнуються тiльки зеленi...
conversation_jx90fz_text	Ця тупа секта ховаэ якусь {format emph}машину судного дня{format reset}.
conversation_jw27fp_text	Це через неï земля трясеться, ржа ïï?
conversation_9baw7n_text	Гей, ну так це точно не наша проблема!
conversation_7m1f5t_text	Не можна ж чекати вiд мерiï, щоб ми розбиралися зi всiлякими там кiнцями свiту.
conversation_qbl22o_text	Моэ завдання - вiдправляти ботiв у шахту та отримувати дорогоцiннi каменi. I податками шахтарiв обкладати.
conversation_v4im3u_text	Ти тут за все вiдповiдаэш, дурню. Зайняв посаду - тепер розбирайся!
conversation_v6x25f_text	Гей, а дiвчинка ж уже бувала в храмi. Вона може сходити туди ще раз i вимкнути машину!
conversation_6dx6ev_text	Немаэ машини - немаэ проблеми! I не забувай приносити новi дорогоцiннi каменi!
conversation_6aje4l_text	Гей, ну як, був час заскочити в храм i {format highlight}розiбратися з цiэю клятою машиною{format reset}?
conversation_3lxi6c_text	Ми знищили машину долi.
conversation_rv004f_text	Ага, ми крутi! Ви б бачили, як вона вибухнула!
conversation_7nmsnx_text	Ну ось! У мерiï все пiд контролем!
conversation_qpbmn2_text	{format emph}Iдiот!{format reset}
conversation_j8m71m_text	Гей, {format emph}це ж я{format reset}, мiж iншим, вiдправив ïï в шахту.
conversation_sptgv3_text	Моï досягнення потрiбно визнати. Адже це я вiдправив тебе в шахту.
conversation_2h1yth_text	Ми знайшли в шахтi й iншi пристроï, якi викликають землетруси.
conversation_xbnodu_text	Ой, та {format emph}годi{format reset}! Можна менi хоч хвилину зiтхнути спокiйно?
conversation_6c2elx_text	Гей, менi всього лише потрiбна була неважка робота - щоб не лазити в цi смердючi шахти.
conversation_kk8x0s_text	Якщо ти не {format highlight}вiдключиш цi пристроï{format reset}, менi доведеться евакуювати все мiсто!
conversation_hmjz7t_text	Ти хоч уявляэш, скiльки це буде коштувати?
conversation_qzd676_text	Ну хоч цiннi копалини потягай з глибини, якщо ти все одно там.
conversation_ocz2bm_text	Ну що, ти вже вiдключила тi пристроï?
conversation_wihfk8_text	То джунглi в шахтi ростуть, то сектанти кiнець свiту готують...
conversation_jcggy6_text	Минулому-то меру напевно не доводилося мати з таким справу...
conversation_8d282i_text	Я вже майже жалую, що не пiшов у сiмейний бiзнес. Брати-то, он, не скаржаться.
conversation_w4v0m6_text	Думаю, треба пакувати валiзи разом з виборцями.
conversation_mm9lt2_text	Не можу ж я бути мером без мiста, так? Хм, це втiшаэ...
conversation_e4p6yr_text	Гей, може, я тодi займуся сiмейним бiзнесом. Буду астероïди розробляти...
conversation_yzrylo_text	"Привiт! Як тобi гасло? ""Роби дiло, що б не злетiло!"" Подобаэться, га?"

# talk_to_mayor
conversation_pap70a_text	Шахтар з червоним шарфом? Це {format emph}Растi{format reset}! У вряди-годи зачiпка!
conversation_n0lq8o_text	Менi подобаються цi землетруси.
conversation_3nu9ex_text	Нiщо так не прикрашаэ пригоду, як хаос i плутанина!
conversation_elfbhm_text	Потрiбно {format highlight}поговорити з мером{format reset} i отримати перепустку в шахту.

# guard_archaea
conversation_lty8j0_text	Гей! Вам тут копати не можна, юна ледi!
conversation_ml6q7x_text	Шахтарiв i так досить зникло, ясно вам?
conversation_cmr7ae_text	Думаю, вам з мером треба поговорити. Отримайте пропуск.
conversation_jqyolm_text	По-остривайте-но, дiвчино! Я вас не пропущу без належного джерела свiтла.
conversation_jmhinb_text	Менi ж просто друга знайти потрiбно! Можна я одним оком загляну?
conversation_97lht6_text	Так, нехай загляне. Може, вона навiть повернутися зможе. {format emph}Або нi.{format reset}.
conversation_naakhs_text	Я так розумiю, у нас {format emph}ще один{format reset} шахтар пропав.
conversation_wjso4t_text	Лiзти туди навпомацки дуже небезпечно. Може, краще {format highlight}покопаэш руду{format reset} в освiтленiй зонi?
conversation_iom5do_text	Лiзти туди навпомацки дуже небезпечно. Може, краще спочатку {format highlight}полагодиш лiхтар{format reset} у мiстi?
conversation_c5cn1e_text	Гей! Щоб заробити на хороший лiхтар, тобi потрiбно {format highlight}накопати руди{format reset}.
conversation_6b9sev_text	Може, {format highlight}продаси свою руду{format reset} i вiддаси лiхтар у лагодження?
conversation_66rd82_text	Ти нiби як зможеш {format highlight}полагодити лiхтар{format reset} у майстернi в мiстi.
conversation_94r9zk_text	Хм! Схоже, ти готова до розкопок!
conversation_n9j9h3_text	То ви менi дозволяэте {format highlight}спуститися в шахту{format reset}?
conversation_p0ntw5_text	Звичайно! Тiльки покажи, як ти {format highlight}запалиш лiхтар{format reset} ось там, i я вiдкриваю люки.
conversation_wphcux_text	{format highlight}Запали ось той лiхтар{format reset}, i я пущу тебе в шахту.
conversation_f36o1k_text	По-моэму, користуватися пневмолiфтами буде куди швидше, нiж тупати до мiста пiшки.
conversation_ih3zjl_text	Ви були правi щодо Червонокаменного штреку. Вiн завалений.
conversation_lynw1k_text	Не дивно.
conversation_arg7cq_text	Але як на мене, трохи вибухiвки його розчистить.
conversation_94selp_text	Як на мене, якщо правильно встановити заряд, Червонокаменний розчиститься як миленький.
conversation_pl5kjt_text	Як на мене, тобi варто розповiсти меровi, як розчистиш Червонокаменний.
conversation_d3sb26_text	Менi в шахтах багато хто зустрiчався, але бомжi - найнебезпечнiшi та непередбачуванi.
conversation_a458ae_text	Вiйна ще до мене була, але на мою долю теж випали сутички з цими бовдурами.
conversation_t6mrk7_text	Говорити з ними сенсу немаэ, треба вiдразу бити - i швидше
conversation_pygh76_text	Може, це грубо, але я вважаю за краще не ризикувати.
conversation_xgdjhu_text	Добре, що пiсля вiйни стiну збудували.
conversation_ujn89n_text	Може, ранiше цi бомжi iншими були.
conversation_nd5hoz_text	Тепер вони на всю голову хворi та землю трясуть.
conversation_5xd7xt_text	Як на мене, мутантам нiколи не можна довiряти.
conversation_y6jyvf_text	Бачила ненормальних паломникiв iз секти?
conversation_1tzeuc_text	Вони iнодi вештаються по шахтi мiж храмами.
conversation_147ntm_text	Зазвичай-то вони по Вiтряним Рiвнинам iдуть.
conversation_f34oeg_text	Нiчого проти них не маю. Хоч не так самотньо, коли вони тут.
conversation_l509g4_text	Нiчого собi, як глибоко ти залiзла.
conversation_lbobkd_text	Але дивись, не лови гав. Менi розповiдали про небезпеки, про якi в мiстi мало хто знаэ.
conversation_alemgw_text	Завжди дивись, щоб ти могла повернутися. Тунель без виходу - це, вважай, велика домовина.
conversation_51bz8w_text	{format emph}Пам'ятай про це{format reset} i запасись бронею.
conversation_e9lgr6_text	Будь напоготовi i стеж за спорядженням - ось краща порада, яку я можу дати.
conversation_19pnkh_text	Брати Йонкери, здаэться, бачили якiсь хащi в шахтi.
conversation_205qqo_text	Кажуть, вони розростаються, але в мiсто я ïх не пропущу.
conversation_59fokz_text	Треба б сокиру кращу придбати на всяк випадок. Зрештою, не знадобиться - знайду iнше застосування.
conversation_vwt53j_text	Жах бере, коли джунглi можуть ось так вискочити з нiзвiдки.
conversation_1re540_text	Я, зiзнатися, трохи хвилююся через землетруси.
conversation_25kyco_text	Останнiм часом вони сильнiшi стали. Але не бiйся, я з посту не пiду.
conversation_e0zgh7_text	Якщо нiхто не захищаэ шахтарiв, вони можуть в бiду потрапити.
conversation_jkptm2_text	У моэму корпусi мiсця страху немаэ. Тiльки обов'язок. Я виконую обов'язок.
conversation_4niz25_text	{format highlight}Бережи лiхтар{format reset}, щоб не залишитися в темрявi.
conversation_aex9as_text	Якщо почне блимати, вiдразу повертай назад i {format highlight}залий пальне нагорi{format reset}.
conversation_dmvx8z_text	Шахта - мiсце небезпечне, тому тримай спорядження в порядку.

# welcome_to_el_machino
conversation_uimryl_text	Гей, там! Всiм заспокоïтися!
conversation_31d0sd_text	Взагалi-то через цi {format nervous}землетруси{format reset} варто хвилюватися.
conversation_4njhbf_text	Я вам вже говорила: мiй сейсмограф видаэ дуже дивнi показники!
conversation_l4n0br_text	Э речi й важливiшi. Наприклад, пiдтримувати потiк руди.
conversation_dzl3uz_text	Бовдур! Чого експертiв не слухав?
conversation_7blj3t_text	"Ну мам! Цi менi ""експерти"" з ""фактами""... Вони за камiнням шахти не бачать."
conversation_lwjidu_text	А як щодо того {format emph}хлопчини в червоному шарфику{format reset}, що в шахту залiз, та так i не повернувся?
conversation_jije2r_text	Я поставив охорону, щоб бiльше нiхто не пропадав.
conversation_jhc64p_text	Так, давайте мiркувати розсудливо i пам'ятати найголовнiше: мерiя тут нi при чому.
conversation_njlyi9_text	Дурна довбешка!

# report_to_mayor_pressurebomb
conversation_xqrxw3_text	{format laugh}Ха-ха! Бабах!{format reset} Давай ще раз!
conversation_y6g3s7_text	Цi бомби нам точно знадобляться. Вони нам вiдкриють шлях туди, куди з киркою не дiстатися.
conversation_c5us81_text	Думаю, пора {format highlight}сказати меру{format reset}, що штрек знову вiдкритий.

# guard_open_hatch
conversation_ig8tga_text	Через деякий час хтось знову почав мiнувати тунелi.
conversation_3li9iu_text	Нарештi я натрапила на слiд Растi.
conversation_ti9ln5_text	Як на мене, твiй друзяка повинен був так чи iнакше пройти Червонокаменним штреком.
conversation_60et06_text	Зазвичай туди можна потрапити на пневмолiфтi.
conversation_cix8sl_text	Але землетрус завалило лiфтову шахту. Слiд {format highlight}розчистити штрек{format reset}.
conversation_h47l73_text	То що, я вiдкриваю люк, а ти спускаэшся вниз?

# buddy_need_light
conversation_q6n8pp_text	Темнувато стаэ. Я хоч i свiчуся, а нiчогiсiнько не бачу.
conversation_1dc723_text	{format highlight}Повертайся до мiста{format reset} i залий лiхтар пальним, а то я тут загублюся.

# fen_cave_in
conversation_ytvst4_text	Здаэться, це i э Червонокаменний штрек. Обвал, як ми i думали.
conversation_ac4a61_text	Була б у тебе вибухiвка, можна було б рознести завал на раз-два.
conversation_f2qhr1_text	Непогана iдея! Потрiбно повернутися в мiсто i розпитати народ.
conversation_8j9cex_text	{format laugh}Ага, вибухiвочка!{format reset} Може, ти навiть руки-ноги собi повiдриваэш!
conversation_0g7tly_text	Зараза! Давай-но порозчищаэмо цю пневмошахту, га?
conversation_n67xrl_text	Здаэться, це i э Червонокаменний штрек. Завалений.
conversation_1kwj0v_text	Його можна бомбами розчистити.
conversation_661ekz_text	Менi, може, не варто заохочувати твою пристрасть до руйнування, але iдея непогана.
conversation_xdrduu_text	{format laugh}Ага, вибухiвочка!{format reset} Може, ти навiть руки-ноги собi повiдриваэш!
conversation_6c0vsm_text	Зараза! Давай спочатку спробуэмо щастя з тiэю пневмошахтою, гаразд?

# mechanic
conversation_h5wj1m_text	Я... Не хочу нав'язуватися, але... цi {format nervous}землетруси{format reset} трохи лякають.
conversation_o86kfe_text	Але, е... Якщо це справдi серйозно, то мер, напевно, хвилювався б сильнiше.
conversation_o2oiou_text	Мер каже, що про цi {format nervous}землетруси{format reset} турбуватися не варто, тож... Напевно, вiн маэ рацiю.
conversation_h7ppy6_text	Е, привiт...
conversation_kg1mo1_text	Бачу, у тебе лiхтар зламаний.
conversation_q3my9j_text	Менi, е... здаэться, що не варто блукати в темрявi, особливо коли тут цi {format nervous}обвали{format reset}.
conversation_ltmso8_text	Загалом, е... якщо тобi потрiбно в шахту, то... е... краще б {format highlight}вiдремонтувати твiй лiхтар{format reset}.
conversation_9zjn4q_text	Можеш використати мою майстерню... Якщо хочеш.
conversation_izda31_text	Можеш {format highlight}вiдремонтувати лiхтар{format reset} у моïй майстернi... Якщо хочеш.
conversation_649j7z_text	Е-е... Чудовi черевики.
conversation_fjqq9f_text	Правда? Я ïх полiпшила в однiй машинi пiд пустелею.
conversation_v3f2hn_text	Додаткова... е... бiгова гiдравлiка... Дуже прискорюэ рух.
conversation_qnv8df_text	Модифiкатори спорядження на станцiях - чудова рiч, правда?
conversation_f9qput_text	Тобто, е... ось. Ïх можна по всiй шахтi знайти.
conversation_ji4atj_text	Вони, е.... дуже... {format emph}дуже старi{format reset}. Ми не знаэмо, хто ïх побудував, але для нас вони чудово працюють.
conversation_kn7n3g_text	Згодом шахтарi побудували навколо них станцiï.
conversation_w8uqp5_text	Про деякi ми знаэмо, але, е... Шахта набагато, {format emph}набагато бiльша{format reset}, нiж ми встигли освоïти.
conversation_m5pbwk_text	Менi доводилося читати про iншi станцiï з цiкавим обладнанням, вони, е... ховаються в шахтах, яких немаэ на мапi.
conversation_wad1be_text	Тобто, е...
conversation_apkmkg_text	Ого, ти знайшла бомбомет!
conversation_qjmh35_text	Трьохпоршнева система забезпечуэ {format singsong}плавнiсть{format reset} ковзання по сифоновiй трубцi.
conversation_ua28gp_text	Стрiляэ снарядами, що закрiплюються i перед детонацiэю прилипають до будь-якоï поверхнi.
conversation_saczrj_text	Напевно круто вибухаэ! Хi-хi...
conversation_tz9y1l_text	Е... вибачте. Не варто було менi так... захоплюватися.
conversation_yxae4k_text	О, е... Ти дiсталася до каменеломноï станцiï.
conversation_rz6lrl_text	Цей молоток продiрявить навiть найтвердiшi цеглини.
conversation_art1sv_text	Ти зможеш обстежити зворотну сторону стiни просто на раз-два.
conversation_1ghl26_text	А ще тут можна покращувати витрату пального - i ось це все!
conversation_a315z5_text	Модифiкацiя пневмоцилiндра даэ пiдвищену швидкiсть роботи...
conversation_lyy59m_text	Е, тобто, у нього великий потенцiал... ось.
conversation_ornloo_text	{format singsong}Нiчого собi!{format reset} У мене-то i сумнiвiв не було, що спелеостанцii кiнець!
conversation_uo7wrd_text	А ти дiстала кiшку!
conversation_4x94pz_text	З цiэю штукою ти будеш лiтати по шахтi, як {format emph}нiколи{format reset} не лiтала.
conversation_wt4pay_text	Зможеш зазирнути в найпотаэмнiшi куточки та найвужчi щiлини!
conversation_jc96m9_text	Шахти сповненi секретiв i загадок, тiльки знай знаходь та вiдкривай.
conversation_xxorzf_text	{format singsong}ПРИГОЛОМШЛИВО!{format reset} Це те, що я думаю?
conversation_h0sfna_text	Як! Як тобi вдалося роздобути полум'яну сокиру?
conversation_4p03fk_text	Напевно ïï ховали десь у схiдному храмi.
conversation_7shcmp_text	Про неï писали в одному з моïх журналiв Але що таке iснуэ в реальностi... Я просто {format emph}повiрити не можу{format reset}!
conversation_9e6rbj_text	Тобто... Дуже здорово.
conversation_8x0zgn_text	Припини! Тiльки не кажи менi, що була на аеростанцiï!
conversation_gqdbky_text	Вона ж десь дуже глибоко за межами освоэноï шахти.
conversation_34ele3_text	Навiть в голову не приходило, що я колись побачу справжнiй реактивний ранець!
conversation_vr5wop_text	Просто вiдвал довбешки!
conversation_0czv1r_text	З цiэю штукою зможеш всю шахту облазити. Ти дослiдиш такi мiсця, куди взагалi неможливо було забратися.
conversation_2bpv40_text	Ця шахта - просто золота жила.
conversation_6c8k38_text	Думаю, я навiть модифiкацiï для нього можу придумати... Ну, якщо дозволиш...
conversation_kddst5_text	Цi... джунглi в шахтi... У мiстi тiльки про них i говорять.
conversation_1ibifo_text	Сподiваюся, вони не розростуться до поверхнi. Е... Навiть пiдходити до цих страшних колючок страшно.
conversation_qxg2dp_text	От якби в тебе була вiдповiдна... ну... сокира або що... Ти б цi рослини в шматки порубала.
conversation_jn0ayb_text	Шкода, що на старих станцiях нiчого такого немаэ...
conversation_evptsm_text	Е... сподiваюся, цi {format nervous}дивнi рослини{format reset} не доберуться до мiста.
conversation_d2k8hv_text	М-м... Не хочеться турбувати професора...
conversation_zfm1c4_text	Але може, варто попросити дозволу заглянути в ракету? Подивитися, як вона влаштована.
conversation_js74jz_text	Вона крута, правда ж?
conversation_bufmli_text	Менi... страшенно хотiлося б зазирнути в цю ракету...
conversation_yxbbjn_text	Ракети - це круто!
conversation_1ovqzn_text	Можеш лагодити або покращувати спорядження в моïй майстернi... е, в будь-який час, так.

# fen_cave_in_bomb
conversation_4dhtk4_text	Так, так! Пiдiрвемо ïï {format singsong}вще-е-ент!{format reset}
conversation_eff23g_text	Тобi явно варто з кимось поговорити щодо твоэï манiï руйнування.
conversation_oxrw0l_text	Ну от зараз я з тобою говорю. Так я взагалi весь час говорю про руйнування.
conversation_nmb2rq_text	Угу...

# buddy_reminder_use_cogs
conversation_t0dmfu_text	Навiщо ти збираэш всi цi шестерiнки {image cogs_small}, як скажений бот-хом'як?
conversation_w2gq2j_text	Iди вже в майстерню та пусти ïх у справу!

# rosie
conversation_enxhfq_text	Ого! Такого ми ще не бачили!
conversation_dsse8r_text	Дякую. Я побудувала Оазис, щоб зiбрати своïх. Захистити ïх!
conversation_fu699v_text	Поки ïм тут добре та спокiйно, вони залишаються. В безпецi.
conversation_hx3qqt_text	Ну, так було, доки твiй друг не влаштував тут цi землетруси.
conversation_6o8eta_text	Як мiг Растi таке створити? Вiн {format emph}життям ризикував{format reset}, щоб нас вiд Вектрона врятувати.
conversation_x9aify_text	А ти його дiйсно добре знала? Може, боротьба з цим свiтловим монстром змiнила його?
conversation_y8f4q2_text	Вектрон такий... {format nervous}Вiн нас змiнюэ.{format reset}
conversation_qjs5hn_text	Вiн прийшов сюди та заявив, що обрушить на нас всю шахту. Ми його ледве стримали!
conversation_mbjnhf_text	Менi шкода, я... Менi б тiльки знайти його... Поговорити з ним...
conversation_7sza3z_text	Я розумiю, ти вiрна йому, але якби ти знайшла причину землетрусiв, ти б сама все дiзналася.
conversation_hihmd6_text	Ти могла б зупинити землетруси. А я допоможу {format emph}тобi{format reset}, чим тiльки зможу.
conversation_47pkq7_text	{format highlight}Iди на станцiю{format reset}, я ïï як склад використовую. Весь тамтешнiй мотлох, машини та iнструменти - до твоïх послуг.
conversation_m6cj0e_text	{format highlight}Iди на станцiю{format reset} i бери, що хочеш.
conversation_4vzxih_text	Рада, що тобi в мене щось знадобилося. Ну що, готова?
conversation_f1jnf5_text	Я тебе попрошу дiзнатися, що викликаэ цi землетруси, i зупинити ïх.
conversation_ln5j60_text	Допоможи менi захистити мiй народ! Я з сил вибиваюся, щоб вони мене хоча б слухали.
conversation_u5463y_text	Бiльше я про землетруси нiчого не знаю, але може, ти знайдеш нагорi {format highlight}розумного бота{format reset}?
conversation_dohwhw_text	I може, я зрозумiю нарештi, куди пропав Растi!
conversation_77fdqq_text	{format highlight}Вiдшукай нагорi розумного робота.{format reset}
conversation_0jmccn_text	Може, тобi пояснять, через що земля трясеться.
conversation_xpdrbe_text	Я з'ясувала, що останнiй землетрус викликало щось у схiдному храмi.
conversation_oqlaq7_text	Тамтешня секта збожеволiла на руйнуваннi.
conversation_1kkqf6_text	Так, знаю я цих хлопцiв.
conversation_v0wzpo_text	Вони напевно стiною встануть за все, що вiдноситься до землетрусiв.
conversation_nytcr5_text	Тобi потрiбно {format highlight}обшукати храм{format reset} i знайти причину землетрусiв.
conversation_x2gmu8_text	Тобi потрiбно {format highlight}обшукати храм{format reset} i знайти причину землетрусiв.
conversation_ly3hpt_text	Ти була права, Розi. {format highlight}Растi втягнули{format reset} у все це.
conversation_mp86jk_text	То ти зрозумiла... {format emph}Вiн злий!{format reset}
conversation_26ewef_text	Вiн побудував якусь машину кiнця свiту. Вона-то i трясе землю.
conversation_r154n3_text	Потрiбно {format highlight}знищити пристрiй!{format reset} Я-то за своïх тривожуся, але ця штука загрожуэ всiм.
conversation_mlv5kh_text	Чого ми чекаэмо? Пора пiдривати!
conversation_607awg_text	У тебе э шанс зупинити землетруси. {format highlight}Знищ машину долi!{format reset}
conversation_ck3lck_text	Нам вдалося знешкодити ту штуку, що викликала землетруси.
conversation_kd9cyi_text	Чудово! Ми молодцi, ми впоралися!
conversation_mw42bj_text	Так, круто!
conversation_3beotd_text	А ось Растi поки що не видно...
conversation_akywya_text	Хм... Якщо та штука пiд назвою Вектрон його змiнила, може, вiн там, внизу? В його залишках.
conversation_rwy0gr_text	Ця машина долi {format emph}i справдi{format reset} частково складалася з технологiй Вектрона...
conversation_ucjkci_text	Ой, нi, я знаю, про що ти думаэш! Я не хочу {format nervous}туди повертатися!{format reset}
conversation_7irted_text	Ти не знаэш, як там. Коли у тебе своэï волi немаэ.
conversation_21ym6y_text	Я вже стiльки пройшла... Я не можу все кинути. Фен, ти менi просто вхiд покажи...
conversation_oredyt_text	Чому? Чому не можна просто пiти i пiдiрвати щось?
conversation_tc3nlv_text	Вiн здолав Вектрона. Растi врятував нас...
conversation_0xyfid_text	...
conversation_uvs1vb_text	Я тобi допоможу. Але коли ти {format highlight}ввiйдеш у Вектрон{format reset}, я тобi бiльше не допомагаю.
conversation_pq0jjj_text	Щоб знайти Растi, тобi потрiбно {format highlight}увiйти у Вектрон{format reset}.
conversation_vcgjsk_text	Може, краще розбомбимо щось, га?
conversation_3bw741_text	Ти {format emph}повернулася{format reset}...
conversation_6r8y8d_text	Так... Але слiдiв Растi я там не знайшла.
conversation_jdhos3_text	Натомiсть ми з'ясували, що {format emph}э й iншi машини долi{format reset}.
conversation_hlfgz1_text	Ну звичайно! Вiн би не став класти всi яйця в один кошик.
conversation_kix6a6_text	Так не годиться. Потрiбно {format emph}знайти всi машини{format reset}! Iнакше нам всiм загрожуэ небезпека.
conversation_58f8ga_text	Доротi... Я вже знаю, де вони. Вони так ясно вiдчувалися. До них тягнеться енергiя.
conversation_diuokv_text	Одна з них {format emph}в храмi, де ми зустрiлися.{format reset}
conversation_5npqb6_text	Друга - у тих дивних {format emph}пiдземних джунглях{format reset}, повз яких ми проходили по дорозi сюди.
conversation_3v2hek_text	I нарештi, э ще одна, {format emph}у схiдному храмi{format reset}.
conversation_k5nk0l_text	Ну що, пiшли {format highlight}пiдiрвемо цi пристроï{format reset}!
conversation_1alf3v_text	Свiт шахт великий, вiн сповнений таэмниць i небезпек. I найкоротший шлях не завжди кращий.
conversation_b6r8b9_text	Цей реактивний двигун допоможе нам дослiджувати шахту швидше.
conversation_p2pe6o_text	Так, ми зможемо лiтати всюди, викопувати секрети та пiдривати все пiдряд! Погнали!
conversation_jglhmm_text	Потрiбно знайти та {format highlight}знищити решту машин{format reset}.
conversation_mqmqfa_text	Ти вже побувала в храмах i знайшла обладнання, яке допоможе тобi в пошуках.
conversation_v81wm2_text	Насправдi я не дуже багато знаю про загадковi джунглi.
conversation_ckclse_text	Ми зруйнували ще один пристрiй Растi.
conversation_wzvouk_text	{format laugh}Так, було круто!{format reset}
conversation_yb1vmx_text	Вiн ïх хитро заховав у всiй шахтi.
conversation_hw5xmd_text	Дiстатися до iнших буде непросто, хоч ти i знаэш, де вони.
